Month,Site,Quadrat,Image.Name,Coral.ID,Longest.cm,Bleaching
March,1,28,_MCR0343,L1Q28C09,NA,1
March,1,28,_MCR0343,L1Q28C10,NA,1
March,1,28,_MCR0343,L1Q28C11,NA,1
March,1,28,_MCR0343,L1Q28C12,NA,0
March,1,28,_MCR0343,L1Q28C13,NA,0
March,1,28,_MCR0343,L1Q28C14,NA,0
March,1,28,_MCR0343,L1Q28C15,NA,0
March,1,29,_MCR0344,L1Q29C01,NA,1
March,1,29,_MCR0344,L1Q29C02,NA,0
March,1,29,_MCR0344,L1Q29C03,NA,0
March,1,29,_MCR0344,L1Q29C04,NA,0
March,1,29,_MCR0344,L1Q29C05,NA,0
March,1,29,_MCR0344,L1Q29C07,NA,2
March,1,29,_MCR0344,L1Q29C08,NA,2
March,1,29,_MCR0344,L1Q29C09,NA,0
March,1,29,_MCR0344,L1Q29C10,NA,1
March,1,29,_MCR0344,L1Q29C11,NA,2
March,1,29,_MCR0344,L1Q29C12,NA,0
March,1,29,_MCR0344,L1Q29C13,NA,0
March,1,29,_MCR0344,L1Q29C14,NA,0
March,1,29,_MCR0344,L1Q29C16,NA,3
March,1,29,_MCR0344,L1Q29C17,NA,0
March,1,29,_MCR0344,L1Q29C20,NA,1
March,1,29,_MCR0344,L1Q29C21,NA,2
March,1,29,_MCR0344,L1Q29C22,NA,0
March,1,29,_MCR0344,L1Q29C23,NA,0
March,1,29,_MCR0344,L1Q29C24,NA,0
March,1,29,_MCR0344,L1Q29C25,NA,0
March,1,29,_MCR0344,L1Q29C26,NA,0
March,1,29,_MCR0344,L1Q29C27,NA,1
March,1,30,_MCR0345,L1Q30C01,NA,0
March,1,30,_MCR0345,L1Q30C02,NA,0
March,1,30,_MCR0345,L1Q30C03,NA,1
March,1,30,_MCR0345,L1Q30C04,NA,1
March,1,30,_MCR0345,L1Q30C05,NA,0
March,1,30,_MCR0345,L1Q30C07,NA,2
March,1,30,_MCR0345,L1Q30C08,NA,0
March,1,30,_MCR0345,L1Q30C09,NA,0
March,1,30,_MCR0345,L1Q30C10,NA,0
March,1,30,_MCR0345,L1Q30C11,NA,0
March,1,30,_MCR0345,L1Q30C13,NA,0
March,1,30,_MCR0345,L1Q30C18,NA,1
March,1,30,_MCR0345,L1Q30C19,NA,0
March,1,30,_MCR0345,L1Q30C20,NA,1
March,1,31,_MCR0347,L1Q31C01,NA,2
March,1,31,_MCR0347,L1Q31C02,NA,0
March,1,31,_MCR0347,L1Q31C03,NA,0
March,1,31,_MCR0347,L1Q31C04,NA,2
March,1,31,_MCR0347,L1Q31C05,NA,0
March,1,31,_MCR0347,L1Q31C06,NA,3
March,1,31,_MCR0347,L1Q31C07,NA,2
March,1,31,_MCR0347,L1Q31C08,NA,0
March,1,31,_MCR0347,L1Q31C09,NA,0
March,1,31,_MCR0347,L1Q31C10,NA,0
March,1,31,_MCR0347,L1Q31C11,NA,0
March,1,31,_MCR0347,L1Q31C14,NA,0
March,1,31,_MCR0347,L1Q31C15,NA,0
March,1,32,_MCR0348,L1Q32C01,NA,2
March,1,32,_MCR0348,L1Q32C02,NA,2
March,1,32,_MCR0348,L1Q32C04,NA,0
March,1,32,_MCR0348,L1Q32C05,NA,1
March,1,32,_MCR0348,L1Q32C06,NA,0
March,1,32,_MCR0348,L1Q32C07,NA,0
March,1,32,_MCR0348,L1Q32C08,NA,2
March,1,32,_MCR0348,L1Q32C09,NA,0
March,1,32,_MCR0348,L1Q32C10,NA,3
March,1,32,_MCR0348,L1Q32C11,NA,0
March,1,32,_MCR0348,L1Q32C13,NA,0
March,1,32,_MCR0348,L1Q32C14,NA,0
March,1,32,_MCR0348,L1Q32C16,NA,3
March,1,32,_MCR0348,L1Q32C17,NA,0
March,1,32,_MCR0348,L1Q32C18,NA,0
March,1,32,_MCR0348,L1Q32C19,NA,0
March,1,32,_MCR0348,L1Q32C20,NA,3
March,1,32,_MCR0348,L1Q32C21,NA,1
March,1,32,_MCR0348,L1Q32C22,NA,0
March,1,32,_MCR0348,L1Q32C24,NA,1
March,1,32,_MCR0348,L1Q32C26,NA,0
March,1,33,_MCR0349,L1Q33C01,NA,2
March,1,33,_MCR0349,L1Q33C02,NA,1
March,1,33,_MCR0349,L1Q33C03,NA,1
March,1,33,_MCR0349,L1Q33C04,NA,1
March,1,33,_MCR0349,L1Q33C05,NA,0
March,1,33,_MCR0349,L1Q33C08,NA,0
March,1,33,_MCR0349,L1Q33C09,NA,1
March,1,33,_MCR0349,L1Q33C10,NA,1
March,1,33,_MCR0349,L1Q33C11,NA,0
March,1,33,_MCR0349,L1Q33C12,NA,1
March,1,33,_MCR0349,L1Q33C13,NA,0
March,1,33,_MCR0349,L1Q33C14,NA,0
March,1,33,_MCR0349,L1Q33C16,NA,1
March,1,33,_MCR0349,L1Q33C17,NA,1
March,1,34,_MCR0350,L1Q34C01,NA,1
March,1,34,_MCR0350,L1Q34C02,NA,1
March,1,34,_MCR0350,L1Q34C03,NA,0
March,1,34,_MCR0350,L1Q34C04,NA,0
March,1,34,_MCR0350,L1Q34C05,NA,0
March,1,34,_MCR0350,L1Q34C06,NA,2
March,1,34,_MCR0350,L1Q34C07,NA,2
March,1,34,_MCR0350,L1Q34C08,NA,0
March,1,34,_MCR0350,L1Q34C09,NA,0
March,1,34,_MCR0350,L1Q34C10,NA,0
March,1,34,_MCR0350,L1Q34C11,NA,0
March,1,34,_MCR0350,L1Q34C12,NA,2
March,1,34,_MCR0350,L1Q34C15,NA,2
March,1,34,_MCR0350,L1Q34C16,NA,2
March,1,35,_MCR0351,L1Q35C01,NA,0
March,1,35,_MCR0351,L1Q35C02,NA,0
March,1,35,_MCR0351,L1Q35C03,NA,0
March,1,35,_MCR0351,L1Q35C04,NA,0
March,1,35,_MCR0351,L1Q35C05,NA,2
March,1,35,_MCR0351,L1Q35C06,NA,2
March,1,35,_MCR0351,L1Q35C07,NA,0
March,1,35,_MCR0351,L1Q35C08,NA,0
March,1,35,_MCR0351,L1Q35C09,NA,2
March,1,35,_MCR0351,L1Q35C11,NA,0
March,1,36,_MCR0352,L1Q36C02,NA,0
March,1,36,_MCR0352,L1Q36C03,NA,1
March,1,36,_MCR0352,L1Q36C04,NA,0
March,1,36,_MCR0352,L1Q36C05,NA,0
March,1,36,_MCR0352,L1Q36C06,NA,0
March,1,36,_MCR0352,L1Q36C07,NA,0
March,1,36,_MCR0352,L1Q36C08,NA,0
March,1,36,_MCR0352,L1Q36C09,NA,0
March,1,36,_MCR0352,L1Q36C10,NA,0
March,1,36,_MCR0352,L1Q36C11,NA,2
March,1,36,_MCR0352,L1Q36C13,NA,1
March,1,36,_MCR0352,L1Q36C14,NA,1
March,1,36,_MCR0352,L1Q36C15,NA,0
March,1,36,_MCR0352,L1Q36C16,NA,0
March,1,36,_MCR0352,L1Q36C17,NA,0
March,1,36,_MCR0352,L1Q36C18,NA,0
March,1,37,_MCR0353,L1Q37C01,NA,0
March,1,37,_MCR0353,L1Q37C04,NA,2
March,1,37,_MCR0353,L1Q37C05,NA,0
March,1,37,_MCR0353,L1Q37C06,NA,0
March,1,37,_MCR0353,L1Q37C08,NA,0
March,1,37,_MCR0353,L1Q37C09,NA,0
March,1,37,_MCR0353,L1Q37C10,NA,0
March,1,37,_MCR0353,L1Q37C11,NA,0
March,1,37,_MCR0353,L1Q37C13,NA,0
March,1,37,_MCR0353,L1Q37C14,NA,3
March,1,37,_MCR0353,L1Q37C15,NA,1
March,1,37,_MCR0353,L1Q37C16,NA,0
March,1,37,_MCR0353,L1Q37C17,NA,2
March,1,37,_MCR0353,L1Q37C18,NA,1
March,1,37,_MCR0353,L1Q37C19,NA,1
March,1,37,_MCR0353,L1Q37C20,NA,0
March,1,37,_MCR0353,L1Q37C22,NA,0
March,1,37,_MCR0353,L1Q37C27,NA,0
March,1,37,_MCR0353,L1Q37C28,NA,0
March,1,37,_MCR0353,L1Q37C29,NA,1
March,1,37,_MCR0353,L1Q37C30,NA,0
March,1,37,_MCR0353,L1Q37C32,NA,0
March,1,37,_MCR0353,L1Q37C33,NA,1
March,1,37,_MCR0353,L1Q37C34,NA,1
March,1,37,_MCR0353,L1Q37C35,NA,1
March,1,38,_MCR0354,L1Q38C01,NA,0
March,1,38,_MCR0354,L1Q38C02,NA,0
March,1,38,_MCR0354,L1Q38C03,NA,0
March,1,38,_MCR0354,L1Q38C04,NA,1
March,1,38,_MCR0354,L1Q38C05,NA,2
March,1,38,_MCR0354,L1Q38C06,NA,0
March,1,38,_MCR0354,L1Q38C07,NA,0
March,1,38,_MCR0354,L1Q38C08,NA,1
March,1,38,_MCR0354,L1Q38C09,NA,0
March,1,38,_MCR0354,L1Q38C10,NA,0
March,1,38,_MCR0354,L1Q38C11,NA,0
March,1,38,_MCR0354,L1Q38C12,NA,2
March,1,38,_MCR0354,L1Q38C13,NA,0
March,1,38,_MCR0354,L1Q38C14,NA,0
March,1,38,_MCR0354,L1Q38C15,NA,0
March,1,38,_MCR0354,L1Q38C16,NA,0
March,1,38,_MCR0354,L1Q38C17,NA,0
March,1,38,_MCR0354,L1Q38C18,NA,0
March,1,38,_MCR0354,L1Q38C19,NA,0
March,1,38,_MCR0354,L1Q38C20,NA,0
March,2,1,_MCR0417,L2Q01C01,NA,2
March,2,1,_MCR0417,L2Q01C02,NA,0
March,2,1,_MCR0417,L2Q01C03,NA,2
March,2,1,_MCR0417,L2Q01C04,NA,2
March,2,1,_MCR0417,L2Q01C05,NA,0
March,2,1,_MCR0417,L2Q01C07,NA,0
March,2,1,_MCR0417,L2Q01C08,NA,3
March,2,1,_MCR0417,L2Q01C10,NA,2
March,2,1,_MCR0417,L2Q01C11,NA,2
March,2,1,_MCR0417,L2Q01C16,NA,2
March,2,2,_MCR0418,L2Q02C01,NA,2
March,2,2,_MCR0418,L2Q02C02,NA,1
March,2,2,_MCR0418,L2Q02C03,NA,0
March,2,2,_MCR0418,L2Q02C04,NA,0
March,2,2,_MCR0418,L2Q02C07,NA,0
March,2,2,_MCR0418,L2Q02C08,NA,2
March,2,2,_MCR0418,L2Q02C09,NA,0
March,2,2,_MCR0418,L2Q02C10,NA,2
March,2,2,_MCR0418,L2Q02C15,NA,0
March,2,2,_MCR0418,L2Q02C17,NA,2
March,2,3,_MCR0419,L2Q03C01,NA,2
March,2,3,_MCR0419,L2Q03C02,NA,1
March,2,3,_MCR0419,L2Q03C04,NA,0
March,2,3,_MCR0419,L2Q03C05,NA,0
March,2,3,_MCR0419,L2Q03C06,NA,1
March,2,3,_MCR0419,L2Q03C07,NA,3
March,2,3,_MCR0419,L2Q03C14,NA,1
March,2,3,_MCR0419,L2Q03C15,NA,1
March,2,3,_MCR0419,L2Q03C16,NA,1
March,2,4,_MCR0420,L2Q04C01,NA,0
March,2,4,_MCR0420,L2Q04C02,NA,2
March,2,4,_MCR0420,L2Q04C05,NA,1
March,2,4,_MCR0420,L2Q04C10,NA,2
March,2,4,_MCR0420,L2Q04C13,NA,0
March,2,4,_MCR0420,L2Q04C18,NA,0
March,2,4,_MCR0420,L2Q04C19,NA,0
March,2,4,_MCR0420,L2Q04C20,NA,0
March,2,4,_MCR0420,L2Q04C22,NA,0
March,2,4,_MCR0420,L2Q04C23,NA,0
March,2,5,_MCR0421,L2Q05C01,NA,2
March,2,5,_MCR0421,L2Q05C03,NA,2
March,2,5,_MCR0421,L2Q05C04,NA,2
March,2,5,_MCR0421,L2Q05C05,NA,0
March,2,5,_MCR0421,L2Q05C06,NA,0
March,2,5,_MCR0421,L2Q05C07,NA,0
March,2,5,_MCR0421,L2Q05C08,NA,0
March,2,5,_MCR0421,L2Q05C11,NA,2
March,2,5,_MCR0421,L2Q05C14,NA,0
March,2,5,_MCR0421,L2Q05C15,NA,0
March,2,5,_MCR0421,L2Q05C16,NA,0
March,2,5,_MCR0421,L2Q05C17,NA,0
March,2,6,_MCR0422,L2Q06C01,NA,0
March,2,6,_MCR0422,L2Q06C02,NA,1
March,2,6,_MCR0422,L2Q06C03,NA,0
March,2,6,_MCR0422,L2Q06C05,NA,1
March,2,6,_MCR0422,L2Q06C07,NA,0
March,2,6,_MCR0422,L2Q06C08,NA,1
March,2,7,_MCR0423,L2Q07C01,NA,2
March,2,7,_MCR0423,L2Q07C02,NA,1
March,2,7,_MCR0423,L2Q07C03,NA,2
March,2,7,_MCR0423,L2Q07C04,NA,2
March,2,7,_MCR0423,L2Q07C05,NA,2
March,2,7,_MCR0423,L2Q07C06,NA,2
March,2,7,_MCR0423,L2Q07C07,NA,1
March,2,7,_MCR0423,L2Q07C08,NA,2
March,2,7,_MCR0423,L2Q07C13,NA,2
March,2,7,_MCR0423,L2Q07C14,NA,3
March,2,7,_MCR0423,L2Q07C15,NA,1
March,2,8,_MCR0424,L2Q08C01,NA,2
March,2,8,_MCR0424,L2Q08C02,NA,1
March,2,8,_MCR0424,L2Q08C03,NA,2
March,2,8,_MCR0424,L2Q08C04,NA,2
March,2,8,_MCR0424,L2Q08C05,NA,2
March,2,8,_MCR0424,L2Q08C06,NA,2
March,2,8,_MCR0424,L2Q08C07,NA,0
March,2,8,_MCR0424,L2Q08C08,NA,0
March,2,8,_MCR0424,L2Q08C09,NA,0
March,2,8,_MCR0424,L2Q08C10,NA,2
March,2,8,_MCR0424,L2Q08C11,NA,2
March,2,8,_MCR0424,L2Q08C12,NA,0
March,2,8,_MCR0424,L2Q08C15,NA,0
March,2,9,_MCR0426,L2Q09C01,NA,2
March,2,9,_MCR0426,L2Q09C02,NA,0
March,2,9,_MCR0426,L2Q09C03,NA,0
March,2,9,_MCR0426,L2Q09C04,NA,0
March,2,9,_MCR0426,L2Q09C05,NA,2
March,2,9,_MCR0426,L2Q09C07,NA,2
March,2,9,_MCR0426,L2Q09C08,NA,1
March,2,9,_MCR0426,L2Q09C09,NA,1
March,2,9,_MCR0426,L2Q09C13,NA,2
March,2,9,_MCR0426,L2Q09C14,NA,1
March,2,9,_MCR0426,L2Q09C15,NA,1
March,2,9,_MCR0426,L2Q09C16,NA,0
March,2,9,_MCR0426,L2Q09C17,NA,3
March,2,10,_MCR0427,L2Q10C01,NA,2
March,2,10,_MCR0427,L2Q10C02,NA,1
March,2,10,_MCR0427,L2Q10C03,NA,0
March,2,10,_MCR0427,L2Q10C04,NA,0
March,2,10,_MCR0427,L2Q10C05,NA,0
March,2,10,_MCR0427,L2Q10C06,NA,0
March,2,10,_MCR0427,L2Q10C07,NA,0
March,2,10,_MCR0427,L2Q10C08,NA,0
March,2,10,_MCR0427,L2Q10C09,NA,2
March,2,10,_MCR0427,L2Q10C10,NA,2
March,2,10,_MCR0427,L2Q10C11,NA,1
March,2,11,_MCR0428,L2Q11C01,NA,1
March,2,11,_MCR0428,L2Q11C02,NA,2
March,2,11,_MCR0428,L2Q11C03,NA,2
March,2,11,_MCR0428,L2Q11C04,NA,0
March,2,11,_MCR0428,L2Q11C05,NA,1
March,2,11,_MCR0428,L2Q11C06,NA,0
March,2,11,_MCR0428,L2Q11C07,NA,0
March,2,11,_MCR0428,L2Q11C08,NA,0
March,2,11,_MCR0428,L2Q11C09,NA,0
March,2,11,_MCR0428,L2Q11C10,NA,0
March,2,11,_MCR0428,L2Q11C11,NA,2
March,2,11,_MCR0428,L2Q11C12,NA,0
March,2,11,_MCR0428,L2Q11C15,NA,0
March,2,11,_MCR0428,L2Q11C16,NA,2
March,2,11,_MCR0428,L2Q11C17,NA,0
March,2,11,_MCR0428,L2Q11C20,NA,0
March,2,12,_MCR0430,L2Q12C01,NA,2
March,2,12,_MCR0430,L2Q12C02,NA,1
March,2,12,_MCR0430,L2Q12C03,NA,0
March,2,12,_MCR0430,L2Q12C04,NA,2
March,2,12,_MCR0430,L2Q12C05,NA,0
March,2,12,_MCR0430,L2Q12C06,NA,2
March,2,12,_MCR0430,L2Q12C08,NA,0
March,2,12,_MCR0430,L2Q12C09,NA,2
March,2,12,_MCR0430,L2Q12C10,NA,2
March,2,12,_MCR0430,L2Q12C11,NA,1
March,2,12,_MCR0430,L2Q12C12,NA,0
March,2,12,_MCR0430,L2Q12C13,NA,0
March,2,12,_MCR0430,L2Q12C14,NA,1
March,2,13,_MCR0431,L2Q13C01,NA,2
March,2,13,_MCR0431,L2Q13C02,NA,2
March,2,13,_MCR0431,L2Q13C03,NA,0
March,2,13,_MCR0431,L2Q13C04,NA,2
March,2,13,_MCR0431,L2Q13C06,NA,2
March,2,13,_MCR0431,L2Q13C07,NA,2
March,2,13,_MCR0431,L2Q13C08,NA,0
March,2,13,_MCR0431,L2Q13C09,NA,1
March,2,13,_MCR0431,L2Q13C10,NA,0
March,2,13,_MCR0431,L2Q13C11,NA,1
March,2,13,_MCR0431,L2Q13C12,NA,0
March,2,13,_MCR0431,L2Q13C20,NA,2
March,2,14,_MCR0432,L2Q14C01,NA,2
March,2,14,_MCR0432,L2Q14C02,NA,1
March,2,14,_MCR0432,L2Q14C03,NA,0
March,2,14,_MCR0432,L2Q14C04,NA,0
March,2,14,_MCR0432,L2Q14C05,NA,0
March,2,14,_MCR0432,L2Q14C06,NA,2
March,2,14,_MCR0432,L2Q14C07,NA,1
March,2,14,_MCR0432,L2Q14C08,NA,0
March,2,15,_MCR0433,L2Q15C02,NA,3
March,2,15,_MCR0433,L2Q15C03,NA,0
March,2,15,_MCR0433,L2Q15C04,NA,0
March,2,15,_MCR0433,L2Q15C05,NA,3
March,2,15,_MCR0433,L2Q15C06,NA,0
March,2,15,_MCR0433,L2Q15C07,NA,1
March,2,15,_MCR0433,L2Q15C09,NA,2
March,2,15,_MCR0433,L2Q15C10,NA,0
March,2,15,_MCR0433,L2Q15C11,NA,0
March,2,15,_MCR0433,L2Q15C12,NA,0
March,2,15,_MCR0433,L2Q15C13,NA,1
March,2,15,_MCR0433,L2Q15C17,NA,2
March,2,16,_MCR0434,L2Q16C01,NA,2
March,2,16,_MCR0434,L2Q16C03,NA,0
March,2,16,_MCR0434,L2Q16C04,NA,0
March,2,16,_MCR0434,L2Q16C06,NA,2
March,2,16,_MCR0434,L2Q16C07,NA,0
March,2,17,_MCR0436,L2Q17C01,NA,2
March,2,17,_MCR0436,L2Q17C02,NA,3
March,2,17,_MCR0436,L2Q17C03,NA,2
March,2,17,_MCR0436,L2Q17C04,NA,0
March,2,17,_MCR0436,L2Q17C05,NA,2
March,2,17,_MCR0436,L2Q17C06,NA,0
March,2,17,_MCR0436,L2Q17C07,NA,0
March,2,17,_MCR0436,L2Q17C08,NA,0
March,2,17,_MCR0436,L2Q17C09,NA,1
March,2,17,_MCR0436,L2Q17C10,NA,0
March,2,17,_MCR0436,L2Q17C11,NA,2
March,2,17,_MCR0436,L2Q17C12,NA,0
March,2,17,_MCR0436,L2Q17C13,NA,2
March,2,17,_MCR0436,L2Q17C14,NA,0
March,2,17,_MCR0436,L2Q17C16,NA,0
March,2,17,_MCR0436,L2Q17C17,NA,2
March,2,18,_MCR0437,L2Q18C01,NA,2
March,2,18,_MCR0437,L2Q18C02,NA,2
March,2,18,_MCR0437,L2Q18C03,NA,2
March,2,18,_MCR0437,L2Q18C04,NA,1
March,2,18,_MCR0437,L2Q18C05,NA,0
March,2,18,_MCR0437,L2Q18C06,NA,0
March,2,18,_MCR0437,L2Q18C07,NA,0
March,2,18,_MCR0437,L2Q18C08,NA,1
March,2,18,_MCR0437,L2Q18C10,NA,2
March,2,18,_MCR0437,L2Q18C11,NA,0
March,2,18,_MCR0437,L2Q18C12,NA,2
March,2,19,_MCR0438,L2Q19C01,NA,2
March,2,19,_MCR0438,L2Q19C02,NA,0
March,2,19,_MCR0438,L2Q19C03,NA,0
March,2,19,_MCR0438,L2Q19C04,NA,0
March,2,19,_MCR0438,L2Q19C05,NA,2
March,2,19,_MCR0438,L2Q19C06,NA,2
March,2,19,_MCR0438,L2Q19C08,NA,0
March,2,19,_MCR0438,L2Q19C09,NA,0
March,2,19,_MCR0438,L2Q19C10,NA,0
March,2,19,_MCR0438,L2Q19C11,NA,0
March,2,19,_MCR0438,L2Q19C12,NA,0
March,2,19,_MCR0438,L2Q19C13,NA,0
March,2,19,_MCR0438,L2Q19C14,NA,2
March,2,19,_MCR0438,L2Q19C15,NA,2
March,2,19,_MCR0438,L2Q19C16,NA,0
March,2,19,_MCR0438,L2Q19C17,NA,2
March,2,19,_MCR0438,L2Q19C18,NA,0
March,2,19,_MCR0438,L2Q19C19,NA,1
March,2,19,_MCR0438,L2Q19C20,NA,1
March,2,20,_MCR0439,L2Q20C02,NA,0
March,2,20,_MCR0439,L2Q20C04,NA,2
March,2,20,_MCR0439,L2Q20C05,NA,2
March,2,20,_MCR0439,L2Q20C06,NA,0
March,2,20,_MCR0439,L2Q20C07,NA,0
March,2,20,_MCR0439,L2Q20C08,NA,0
March,2,20,_MCR0439,L2Q20C09,NA,0
March,2,20,_MCR0439,L2Q20C10,NA,2
March,2,20,_MCR0439,L2Q20C12,NA,0
March,2,20,_MCR0439,L2Q20C13,NA,0
March,2,20,_MCR0439,L2Q20C14,NA,2
March,2,20,_MCR0439,L2Q20C17,NA,0
March,2,20,_MCR0439,L2Q20C18,NA,0
March,2,20,_MCR0439,L2Q20C19,NA,1
March,2,20,_MCR0439,L2Q20C20,NA,0
March,2,20,_MCR0439,L2Q20C21,NA,2
March,2,20,_MCR0439,L2Q20C22,NA,2
March,2,20,_MCR0439,L2Q20C23,NA,0
March,2,20,_MCR0439,L2Q20C24,NA,2
March,2,21,_MCR0440,L2Q21C01,NA,1
March,2,21,_MCR0440,L2Q21C02,NA,2
